Ticker,Market Cap,PE Ratio,Forward P/E,P/S Ratio,P/B Ratio,Dividend Yield (%),Current Ratio,Debt/Equity,Revenue Growth 4Y (%),EPS Growth 4Y (%),Forward EPS Growth (%),EPS,PEG Ratio,ROE (%),ROA (%),ROIC (%),Profit Margin (%),Gross Margin (%),Free Cash Flow Yield (%),EV/EBITDA,Recent 52-Week High,Sector
MEOH,2665175808.0,18.481308,10.219639,0.74409693,1.3265134,1.87,1.25,1.31582,8.874746802,N/A,-28.6,2.14,0.41,10.2139995,2.267537054,2.922255039,4.063,19.051,4.751206305,11.801,False,Basic Materials
HWKN,2537745664.0,31.532469,28.10185,2.7467127,5.9758797,0.58999998,2.265,0.34084,11.39812877,16.64554259,23.2,3.85,N/A,20.401,12.48350005,15.72591925,8.7469995,22.329001,3.715421361,18.384,True,Basic Materials
CENX,1324051968.0,6.763034,15.51087,0.62816775,2.2001233,N/A,1.719,0.82416,8.020755643,23.60680167,N/A,2.11,0.28,41.45,13.078114,24.09501089,10.4040004,3.0739998,-0.045857064,17.765,False,Basic Materials
SGML,1264798464.0,103.72727,9.429751,4.2947755,7.109034,N/A,1.046,1.71596,N/A,-104.5311745,N/A,0.11,-3.59,6.864,2.52690599,2.766947234,4.1050002,41.673002,-3.547378362,18.01,False,Basic Materials
SSRM,1218786048.0,N/A,13.953488,0.99382246,0.39264446,4.67,3.542,0.0807,13.72392844,N/A,-86.3,-2.36,-0.44,-14.669,-8.796583574,-13.29141838,-39.146,36.588,5.32535631,33.368,False,Basic Materials
KALU,1128831744.0,28.180721,9.981507,0.37928626,1.6895405,4.3899998,2.549,1.62644,27.37594706,12.83339535,-83.3,2.49,0.45,6.261,1.776051667,2.347817309,1.368,11.337,5.619449227,10.309,False,Basic Materials
ASTL,1018426752.0,N/A,9.663366,0.3888461,0.65843624,2.0499999,4.186,0.40702,11.71627869,N/A,N/A,-0.16,N/A,-1.272,-0.681620588,-1.097455136,-0.748,5.456,-28.34824797,12.091,True,Basic Materials
GPRE,859266304.0,N/A,13.84375,0.30457467,0.99068207,N/A,1.68,0.77892,14.4070865,15.64382695,N/A,-0.69,-0.89,-4.084,-2.441266048,-2.981115025,-1.638,6.904,4.429403672,21.309,False,Basic Materials
GSM,789116928.0,13.125,8.93617,0.4824553,0.90751946,1.24,1.634,0.24556,9.578546476,N/A,6.0,0.32,0.77,8.087,3.553857342,6.906584156,3.828,43.967998,15.60239881,3.762,False,Basic Materials
CRML,634480640.0,N/A,N/A,N/A,N/A,N/A,0.083,0.00123,N/A,N/A,N/A,-0.08,N/A,-21.423,N/A,0.0,N/A,N/A,N/A,-1278.976,False,Basic Materials
PPTA,566714176.0,N/A,-39.818184,N/A,8.248588,N/A,1.535,0.00088,N/A,53.56019526,N/A,-0.21,N/A,-18.232,-15.20403468,-18.42421044,N/A,N/A,-4.191974595,-14.072,True,Basic Materials
METC,532081312.0,9.388888,6.9452057,0.7413845,1.452514,5.43,1.33,0.26639,42.3470002,N/A,-34.1,1.08,5.25,16.232,8.649920924,12.14597602,7.952,23.849002,15.95877209,4.878,False,Basic Materials
METCB,544113408.0,9.629629,N/A,0.7581497,1.4897579,8.84,1.33,0.26639,42.3470002,N/A,-34.1,1.08,N/A,16.232,8.649920924,12.14597602,7.952,23.849002,15.60515983,4.988,False,Basic Materials
BIOX,499239328.0,164.79999,12.875,1.0740949,1.648,N/A,1.282,0.77408,24.90098566,34.26192754,N/A,0.05,N/A,1.825,0.393070102,0.597140696,0.68800002,39.630002,0.789406507,13.805,False,Basic Materials
IPX,491803584.0,N/A,-44.090908,N/A,143.70369,N/A,8.972,0.05574,N/A,-58.73301434,N/A,-1.32,N/A,-84.237,N/A,0.0,N/A,N/A,N/A,-229.947,True,Basic Materials
LVRO,488587520.0,N/A,69.833336,0.052577194,0.32417795,N/A,1.006,0.97495,36.32629624,-29.20685931,N/A,-0.74,N/A,-24.222,-4.632142685,-12.84789174,-4.917,14.354,-5.109393747,21.99,False,Basic Materials
GTI,485712672.0,N/A,N/A,N/A,N/A,N/A,0.171,N/A,N/A,N/A,N/A,-0.01,N/A,N/A,N/A,451.0139147,N/A,N/A,-0.26168837,-33.351,False,Basic Materials
RDUS,479755872.0,N/A,-45.026318,0.17862633,0.74579376,4.38,1.98,0.82707,13.90275847,-57.37079619,N/A,-9.74,-0.63,-34.813,-16.15221921,-21.80009951,-10.2819994,6.595,-0.695715324,61.53,False,Basic Materials
ZEUS,421253792.0,12.206452,14.225563,0.20363104,0.73975605,1.5800001,3.769,0.43428,14.99517053,N/A,-49.4,3.1,0.55,6.498,3.563370982,4.545177607,1.74,22.452,10.77216537,6.788,False,Basic Materials
MERC,421286048.0,N/A,-157.50002,0.21126318,0.8636052,4.75,3.463,3.25572,8.795488758,-93.56635815,N/A,-2.97,-2.2,-32.34,-7.716589313,-8.947677806,-9.9020004,11.251,-5.77528878,16.78,False,Basic Materials
HDSN,372822688.0,10.636363,9.413793,1.4236177,1.4991763,N/A,4.6,0.02329,18.29287449,N/A,-51.2,0.77,0.48,15.941,12.22523718,15.13041182,14.004,33.810002,21.06006777,5.865,False,Basic Materials
USAP,358340096.0,21.313187,8.815909,1.1505209,1.4900892,N/A,4.362,0.32609,12.30888605,N/A,811.7,1.82,3.72,7.603,4.848560285,5.586411466,5.628,19.150999,3.335255007,8.861,True,Basic Materials
LWLG,334383328.0,N/A,N/A,3704.0935,9.389831,N/A,20.085,0.07975,N/A,-27.23477091,N/A,-0.18,N/A,-60.233,-54.27162508,-55.81899524,N/A,91.484,-5.89330787,-14.248,False,Basic Materials
TMC,333712768.0,N/A,-10.299999,N/A,N/A,N/A,0.039,N/A,N/A,5.058553894,N/A,-0.3,N/A,-530.00503,-154.6905835,-652.8762781,N/A,N/A,-15.49597841,-3.752,False,Basic Materials
GEVO,320891168.0,N/A,-4.322581,17.678005,0.60008955,N/A,10.222,0.13538,32.76484457,20.7544433,N/A,-0.32,-0.17,-13.393,-11.45929,-11.96965803,N/A,-105.977,-80.74213837,-1.939,True,Basic Materials
IONR,301748672.0,N/A,N/A,N/A,55.21277,N/A,5.805,0.00588,N/A,-6.451750838,N/A,-0.12,N/A,-3.765,N/A,0.0,N/A,N/A,N/A,-1334.551,False,Basic Materials
ORGN,266724352.0,N/A,-5.2285714,7.8307843,0.68952525,N/A,13.572,0.03356,N/A,N/A,N/A,-0.08,0.02,-3.299,-2.846579103,-3.058421074,-37.929,13.89,-65.54968895,-2.603,True,Basic Materials
SMID,202443920.0,43.528732,N/A,2.958236,5.4007416,N/A,2.266,0.1462,7.957549256,-26.35720371,N/A,0.87,N/A,13.282,7.721917454,11.33125038,6.758,23.008,1.527895307,22.757,False,Basic Materials
ASPI,190724528.0,N/A,N/A,83.07979,13.5545025,N/A,4.003,2.18344,N/A,N/A,N/A,-0.62,N/A,-197.74499,-71.88623157,-92.64769281,N/A,36.541,-8.366560567,-9.409,False,Basic Materials
PLL,144551760.0,N/A,-10.941176,2.17551,48.0,N/A,2.324,0.01856,N/A,-226.7579877,N/A,-2.03,N/A,-12.62,-11.55681686,-12.13589731,-59.360003,10.529,-53.57974404,-2.477,False,Basic Materials
VOXR,142179760.0,283.0,40.42857,11.621706,3.1905296,1.6900001,3.604,N/A,214.2546315,72.02050878,N/A,0.01,N/A,0.125,0.106418183,0.120893518,0.438,98.629,-1.293022333,23.683,False,Basic Materials
ALTO,123144240.0,N/A,7.0,0.11521201,0.46424454,N/A,3.088,0.42234,8.056374711,-9.326511393,N/A,-0.53,-0.72,-13.154,-8.245308151,-9.703934305,-3.486,0.635,0.849776036,-54.412,False,Basic Materials
NTIC,114361120.0,26.260868,15.099999,1.3875401,1.6563828,2.31,2.562,0.06971,13.80222448,N/A,-9.1,0.46,1.1,8.4139995,4.046330161,4.874696375,5.475,37.775,5.42893402,40.874,False,Basic Materials
ATLX,113458512.0,N/A,1.86,303.27744,4.1821246,N/A,6.176,0.37826,N/A,-57.16957505,N/A,-4.44,N/A,-345.949,-118.8423808,-282.6714836,N/A,48.183,-54.84198005,-1.715,False,Basic Materials
LGO,103218712.0,N/A,17.888887,0.6495869,0.517186,N/A,2.126,0.41036,13.43763798,N/A,N/A,-0.79,N/A,-21.587,-13.85318727,-16.69682485,-31.836998,-5.612,-25.76463418,-8.464,False,Basic Materials
ACNT,97703352.0,N/A,12.062499,0.536054,0.96693385,N/A,3.163,0.3233,-3.74181377,3.237156218,N/A,-2.61,N/A,-24.615,-11.78454763,-15.01954465,-7.249,5.0619997,6.091860876,-12.716,False,Basic Materials
AMLI,80197944.0,N/A,-1.9444443,N/A,0.46296296,N/A,5.348,0.00065,N/A,-12.17422784,N/A,-0.12,N/A,-20.488001,-20.16432754,-20.92906652,N/A,N/A,-31.05178373,-1.897,False,Basic Materials
LOOP,76668680.0,N/A,-5.3666663,580.8233,8.256411,N/A,1.964,0.6257,N/A,16.14756716,N/A,-0.4,N/A,-105.971,-71.40740192,-95.29813112,N/A,100.0,-26.14433344,-3.966,False,Basic Materials
USGO,70176640.0,N/A,N/A,N/A,7.2378516,N/A,23.401,0.0131,N/A,-102.2233715,N/A,-0.82,N/A,-171.218,-58.60104565,-69.72115476,N/A,N/A,-14.95183438,-6.384,False,Basic Materials
USAU,63857184.0,N/A,-4.311594,N/A,4.8571424,N/A,7.208,0.00429,N/A,33.57033983,N/A,-0.83,N/A,-56.833,-39.30710027,-53.85110744,N/A,N/A,N/A,-8.826,False,Basic Materials
NB,63657888.0,N/A,-6.4615383,N/A,N/A,N/A,0.05,N/A,N/A,-60.88616538,N/A,-0.37,N/A,N/A,-71.26693606,12895.48387,N/A,N/A,N/A,-4.194,False,Basic Materials
ABAT,60942020.0,N/A,-7.428571,N/A,0.8169678,N/A,0.608,0.15463,N/A,26.17009541,N/A,-0.75,N/A,-58.326,-45.85734198,-43.44264659,N/A,N/A,-45.11165148,-2.024,False,Basic Materials
HYMC,59815280.0,N/A,-5.659091,N/A,N/A,N/A,7.304,N/A,N/A,49.20293615,N/A,-2.77,N/A,-438.662,-32.34097237,-45.46130344,N/A,N/A,-33.34159799,-2.608,False,Basic Materials
AREC,50324560.0,N/A,3.2499998,8.425279,N/A,N/A,0.231,N/A,99.37489822,19.08932884,N/A,-0.19,N/A,N/A,-13.66401513,-16.84594968,-235.651,-40.7,-8.022179146,-13.203,False,Basic Materials
BHIL,42041584.0,N/A,-1.5684931,0.09217806,0.8574638,N/A,2.38,1.97389,68.2482832,-1.686530578,N/A,-20.66,N/A,-121.123,-34.20811236,-45.39862132,-21.136,4.851,-55.69645049,-2.342,False,Basic Materials
ELBM,37651616.0,N/A,-1.53,N/A,0.53749996,N/A,0.108,0.79368,N/A,-69.62077533,N/A,-1.15,N/A,-78.266,-41.84464174,-50.88351353,N/A,N/A,-30.15405367,N/A,False,Basic Materials
FEAM,29705648.0,N/A,-0.84627455,N/A,2.5538461,N/A,0.701,6.08659,N/A,-27.05520422,N/A,-1.18,N/A,-192.97099,-65.13867954,-74.76084558,N/A,N/A,-37.85483784,-2.938,False,Basic Materials
HUDI,29231360.0,10.789474,N/A,0.3502329,0.38635504,N/A,4.733,0.11953,9.278104574,-2.203195964,-43.6,0.19,N/A,3.49,N/A,0.0,3.146,13.708,N/A,12.324,False,Basic Materials
NVA,26533244.0,N/A,N/A,559.5016,13.053098,N/A,0.834,0.06511,N/A,-7.628388917,N/A,-2.96,N/A,-13.504,N/A,0.0,N/A,100.0,N/A,-171.643,False,Basic Materials
RETO,27314010.0,N/A,N/A,8.439924,0.37365073,N/A,0.604,2.02684,-21.07212126,-41.13185348,N/A,-194.4,N/A,-323.787,N/A,0.0,N/A,6.491,N/A,-1.034,False,Basic Materials
NWGL,24166018.0,N/A,N/A,0.9492961,1.3295993,N/A,1.284,1.70525,-9.230501903,N/A,N/A,-0.88,N/A,-77.809,N/A,-0.282907786,-46.877,9.369001,2.301743003,-39.235,False,Basic Materials
HLP,21540288.0,25.142857,N/A,1.3464402,1.0202898,N/A,1.408,0.43161,9.423737082,8.973124111,-94.8,0.07,N/A,5.001,N/A,0.0,5.4050002,32.791,N/A,15.546,False,Basic Materials
JCTCF,17313712.0,14.529411,N/A,0.35658896,0.6913926,N/A,7.101,N/A,4.835310295,N/A,-81.0,0.34,N/A,4.923,3.686023933,4.777719521,2.477,20.648001,38.57732367,-23.325,False,Basic Materials
SEED,17199740.0,2.1943548,N/A,0.14422779,N/A,N/A,0.422,N/A,15.45476168,47.94948737,N/A,1.24,N/A,N/A,N/A,0.0,48.429,16.906999,N/A,3.154,False,Basic Materials
OMEX,16994334.0,N/A,-0.8873118,22.328238,N/A,N/A,0.213,N/A,-20.75568152,N/A,N/A,-0.57,N/A,N/A,96.36680394,92.9506443,N/A,N/A,20.17496769,1.837,False,Basic Materials
FMST,17019370.0,N/A,-7.0279546,N/A,1.2359312,N/A,0.458,0.08296,N/A,0.250943007,N/A,-0.73,N/A,-39.834,-18.51838915,-21.64520115,N/A,N/A,-45.32168887,N/A,False,Basic Materials
ZKIN,15181992.0,N/A,N/A,0.13603973,0.55263156,N/A,1.737,0.91416,6.470011066,N/A,N/A,-1.94,N/A,-111.131,N/A,0.0,-54.714,1.1619999,N/A,-5.327,False,Basic Materials
INHD,12145971.0,N/A,N/A,17.512249,3.7761292,N/A,1.99,0.08459,N/A,N/A,N/A,-0.2,N/A,-378.194,-105.7165582,-102.9862741,N/A,-71.109,-53.0295138,-2.552,False,Basic Materials
GURE,10640538.0,N/A,N/A,0.254786,0.040811427,N/A,11.644,0.03423,58.03398141,N/A,N/A,-0.51,N/A,-2.1559998,N/A,-2.064924108,-13.661,7.743,-5.197764078,-10.284,False,Basic Materials
BGLC,7255357.0,N/A,N/A,0.79007125,0.74777776,N/A,5.605,0.04729,-3.761804236,N/A,N/A,-0.15,N/A,-28.439,-23.17835592,-22.70864878,-24.014999,13.88,-88.31953118,-1.573,False,Basic Materials
LITM,8792946.0,N/A,N/A,N/A,0.26521376,N/A,2.321,0.00192,N/A,-203.6370277,N/A,-0.47,N/A,-43.394002,N/A,-25.98774462,N/A,N/A,N/A,N/A,False,Basic Materials
BON,6948480.0,0.35,3.0172415,0.23536336,0.05789143,N/A,2.516,0.11682,12.82384425,23.56457463,-41.0,5.0,N/A,13.78,N/A,0.0,15.568,29.944,N/A,1.022,False,Basic Materials
CRKN,5223695.0,0.000381675,0.95967746,0.96307063,0.44821095,N/A,1.597,0.32396,11.21743063,47.11874794,N/A,3117.84,N/A,-326.95098,-154.9436885,-265.465502,N/A,-22.622,-445.0935631,-0.232,False,Basic Materials
SNES,1288350.0,0.16490765,-0.5555556,0.8426095,0.4137018,N/A,4.675,0.09698,46.64092263,63.75861207,N/A,15.16,-0.01,-238.882,-179.6455696,-156.316775,N/A,45.062,2044.518181,0.052,False,Basic Materials
NITO,1061406.0,N/A,N/A,6.386164,0.17770036,N/A,3.435,0.20445,3.198251808,7.289670921,N/A,-3.12,N/A,-112.611,-82.91995305,-94.00208405,N/A,79.673,158.7873269,0.45,False,Basic Materials
CNEY,6224971.0,N/A,N/A,0.10751413,0.008072359,N/A,3.228,0.07037,46.77306775,-1.08655448,N/A,-3.12,N/A,-6.724,N/A,0.0,-9.716,1.0249999,N/A,-2.268,False,Basic Materials
BHP,136365000000.0,17.29582,11.61771,2.4339192,6.0862184,5.43,1.702,0.45259,-0.559392505,12.85946491,7.7,3.11,30.45,19.664,N/A,0.0,14.095001,82.276,N/A,10.484,False,Basic Materials
RIO,105284000000.0,9.646434,8.890909,1.9433697,1.8669604,6.84,1.697,0.25014,4.910837639,0.667946731,13.3,6.59,6.9,19.718,N/A,0.0,19.840999,31.143,N/A,5.576,False,Basic Materials
SHW,95484698624.0,38.62449,29.411034,4.1501193,25.324146,0.76,0.81,3.27829,5.851851748,5.725350818,14.0,9.8,2.92,68.071,10.71554218,15.84750372,10.922,48.068002,2.207304444,24.458,True,Basic Materials
SCCO,81381326848.0,29.6,21.583332,7.7363825,9.582832,2.32,2.81,0.81796,5.510421248,11.52145183,74.3,3.5,-1.38,33.429,15.84632401,18.56000864,26.149,55.83,2.491579417,15.472,False,Basic Materials
ECL,71544233984.0,42.18792,33.525333,4.5761366,10.718731,0.91,1.495,1.03915,6.766699051,N/A,N/A,5.96,2.28,21.8,7.978936577,10.3087911,10.9519996,42.623,2.67383262,22.573,True,Basic Materials
FCX,63983374336.0,33.4812,19.968609,2.5931497,3.679253,1.35,2.399,0.32859,12.63892926,33.05927091,82.6,1.33,2.69,16.131,3.659206761,7.311762813,7.8260005,40.699002,1.886217224,8.551,False,Basic Materials
APD,64021987328.0,24.998264,21.555391,5.28915,4.239489,2.4600001,1.269,0.88299,9.21431254,4.953718368,17.2,11.52,4.43,16.211,7.572183,9.188283143,21.239,31.665,-3.198957284,18.545,False,Basic Materials
CRH,63225298944.0,19.352083,15.455906,1.8064371,3.0637553,1.50999995,1.433,0.68239,7.791387802,32.16411894,16.0,4.8,1.29,15.487,5.591710909,7.742413576,9.771,34.846002,-0.217904642,11.951,True,Basic Materials
NEM,62500515840.0,N/A,14.642473,4.2017155,2.1339865,1.84,2.106,0.31205,0.678034116,N/A,284.3,-2.75,0.68,-8.089,-4.214857533,-5.625026674,-13.291,35.939,0.937083033,14.417,True,Basic Materials
VALE,45495209984.0,4.622222,4.770642,0.21654797,0.21619374,17.09,1.079,0.45818,1.38637799,17.80992272,227.9,2.25,-0.29,24.047,10.89304561,17.63791552,23.194,40.662,6.111779197,1.35,False,Basic Materials
AEM,41650704384.0,71.663795,20.226276,5.7012844,2.078146,1.9199999,1.514,0.09941,20.54816593,16.98055068,44.4,1.16,-31.34,3.1040002,2.105027028,2.833039469,8.486,57.757,3.095654307,11.673,True,Basic Materials
CTVA,39859580928.0,45.698414,17.343374,2.3584156,1.5861824,1.17999995,1.716,0.18583,4.916578685,3.394630791,50.8,1.26,1.7,3.415,2.096832569,3.045074219,5.313,43.683997,1.798603884,13.337,True,Basic Materials
DOW,36244627456.0,31.919752,14.206043,0.8422911,1.9786484,5.41,1.751,0.94638,3.729837179,-15.91035847,-8.9,1.62,0.93,6.2480003,1.972265023,3.220283312,2.6770001,11.778,3.473784604,9.643,False,Basic Materials
GOLD,35720634368.0,23.697674,11.848837,3.0194957,1.5125426,1.96,3.011,0.14538,-2.467783482,-13.89759145,23.5,0.86,2.38,7.199,3.304737446,5.357569959,12.781,32.798,1.91442595,8.566,True,Basic Materials
DD,34794033152.0,106.84615,19.202763,2.8855557,1.4910098,1.82,2.212,0.32558,-4.217386843,N/A,N/A,0.78,2.03,1.391,1.716871364,2.107284253,5.5069998,36.042,-0.504136313,14.325,False,Basic Materials
NUE,34724921344.0,10.541066,13.181081,1.0621022,1.6756186,1.48,2.931,0.32336,14.58072905,66.12393703,-53.9,13.88,-2.09,17.629999,10.11457373,12.41505467,10.451,18.531,8.830791102,6.348,False,Basic Materials
MLM,33387659264.0,16.449564,24.563398,5.045587,3.77773,0.58,1.864,0.53631,9.408127646,13.04751989,-15.2,33.21,3.35,25.312,12.90849673,15.53399538,30.812,29.463,1.278482595,18.606,False,Basic Materials
VMC,33285724160.0,36.370853,27.073038,4.3911405,4.3211784,0.73,2.481,0.51846,12.50811708,12.32453533,0.5,6.93,2.66,12.3730004,6.407005254,7.838650305,12.064,25.862,1.455611582,18.551,False,Basic Materials
LYB,30571368448.0,13.226441,10.025586,0.74497086,2.2730348,5.6999996,2.1,0.94093,10.31929094,11.18655834,29.3,7.11,1.69,17.465,6.29720531,9.000523286,5.658,12.206,6.300257094,8.754,False,Basic Materials
PPG,29512450048.0,20.737705,13.947079,1.6306123,3.7997117,2.08,1.49,0.90913,7.165495118,4.741475642,8.7,6.1,1.73,18.872999,6.571851178,9.720796378,7.9780005,42.450002,3.959403451,12.496,False,Basic Materials
WPM,28397551616.0,49.682537,37.261906,25.075588,3.9662929,0.99,26.858,0.0008,-1.880933149,1.193140198,-13.8,1.26,8.88,8.156,8.086140378,8.132823415,50.435,79.414004,-0.704580988,33.02,True,Basic Materials
IFF,26136020992.0,N/A,21.984947,2.310673,1.8335904,1.5700001,2.379,0.70576,22.5814145,N/A,501.1,-9.22,1.84,-14.678,-7.34977032,-9.125475285,-20.82,34.268,2.773403754,19.543,True,Basic Materials
TECK,25433346048.0,23.858538,22.643518,1.6336938,0.9586812,0.75,1.476,0.37462,13.80750761,N/A,-28.9,2.05,-5.33,5.0329998,2.618947594,3.862887278,9.41,29.021,-4.376139193,7.215,False,Basic Materials
FNV,24699930624.0,N/A,32.661575,21.980894,4.2257047,1.12,29.115,N/A,4.551338365,N/A,-57.3,-3.04,4.84,-9.316,-8.942092517,-9.640943438,-51.918,86.26,2.057100896,24.641,False,Basic Materials
NTR,23297243136.0,29.4125,11.974555,0.901631,0.92652386,4.5900002,1.26,0.53142,8.575248958,32.94097989,-12.4,1.6,-0.56,3.22,1.477781831,2.039472835,3.0569999,30.357,7.384826455,7.624,False,Basic Materials
PKX,21423556608.0,23.5034,8.295318,0.000288779,9.46e-05,2.7,2.027,0.48333,7.608943039,2.643160759,-32.3,2.94,0.56,2.2850001,1.29834642,1.802016948,1.8229999,7.828,-5.90993039,2.555,False,Basic Materials
MT,18929324032.0,N/A,5.653302,0.2971683,0.36061922,2.09,1.527,0.20492,6.400765624,N/A,-71.5,-0.58,-0.63,-0.961,-0.638857572,-0.923432686,-0.934,7.616,2.846269595,5.759,False,Basic Materials
WLK,18552387584.0,68.37915,16.229471,1.5303463,1.754484,1.46,2.605,0.50243,13.71569792,9.759956721,3.9,2.11,-12.79,2.851,1.307531381,1.715132143,2.268,15.796,2.98551185,11.341,False,Basic Materials
JHX,18050129920.0,36.206898,23.076921,4.54217,9.354121,N/A,1.936,0.61972,7.856746294,18.41357538,0.4,1.16,4.32,27.77,10.81397702,16.72941157,12.776,40.562,2.075458371,16.77,True,Basic Materials
RPM,15826447360.0,26.951756,20.016287,2.1575801,6.2961063,1.5,1.975,0.98507,4.691111022,4.166715167,19.2,4.56,1.89,25.324,8.802706831,11.95045755,8.021,41.097,5.029167084,17.097,True,Basic Materials
RS,15463755776.0,14.326197,15.309367,1.0852977,2.0511098,1.5700001,5.017,0.18192,13.85217009,41.32887356,-28.0,19.62,33.04,14.962,10.89977739,12.46974029,7.99,30.269,6.3083058,9.638,False,Basic Materials
CF,14723423232.0,14.49556,14.418729,2.501431,2.6958907,2.4500001,4.7,0.39731,12.60692335,51.95109076,-14.9,5.63,-0.56,15.955,7.703573521,11.93589562,17.873,33.401,7.977427804,7.296,False,Basic Materials
CE,13865602048.0,7.1857305,10.0,1.313777,1.9348937,2.21,1.276,1.76147,17.93594143,1.678341074,-29.8,17.66,0.66,28.254,7.481393677,9.243142669,18.24,24.018998,4.241022193,14.178,False,Basic Materials
GFI,13559613440.0,21.338028,8.324176,3.111216,2.909545,2.23,1.772,0.3497,3.698868782,-0.927457207,-14.9,0.71,1.4,14.973,N/A,0.0,14.558,31.166,N/A,7.847,False,Basic Materials
EMN,12460781568.0,14.351278,11.927294,1.3622807,2.2135265,3.04,1.402,0.90121,2.107021054,20.89244473,-14.5,7.43,1.4,16.035,5.94292637,8.378801537,9.653,22.729,3.490257111,10.885,True,Basic Materials
SUZ,11961612288.0,236.0,7.1515145,0.29701838,0.29769787,6.12,2.483,2.34472,6.884824306,N/A,N/A,0.04,0.86,0.577,0.150696223,0.168755854,0.545,38.735,-1.515364989,4.561,False,Basic Materials
AU,11788269568.0,103.81481,9.10065,2.3824313,2.9873176,1.5700001,1.829,0.57922,-0.070804216,N/A,N/A,0.27,0.56,3.3770002,N/A,3.792535455,2.3239998,28.254,0.075915518,8.847,False,Basic Materials
KGC,11788341248.0,23.900002,13.464789,2.6085596,1.8591988,1.26,1.271,0.31889,0.155685798,-24.92008283,41.7,0.4,-0.89,7.8099996,4.654038771,6.007671053,10.909,52.192,5.097308865,6.742,True,Basic Materials
SQM,10622106624.0,409.88885,8.5,1.9208034,2.1343439,5.6900002,2.186,0.91006,42.37820656,83.56416289,-63.2,0.09,93.65,0.677,0.24961004,0.284177934,0.481,34.482,N/A,6.57,False,Basic Materials
ALB,10111364096.0,N/A,26.71739,1.3557956,1.1250015,1.88,2.668,0.31868,32.40791982,39.60903273,N/A,-4.72,-44.95,-4.103,-2.671596714,-3.511901765,-6.716,-8.176,-8.765666346,-17.167,False,Basic Materials
EXP,9671178240.0,20.330036,16.391455,4.267076,7.1901326,0.34999999,2.454,0.8336,8.626966878,13.83688772,15.9,14.15,2.34,37.897998,16.46661173,20.17537782,21.646999,30.717,4.080244616,13.714,True,Basic Materials
CX,9343344640.0,49.538464,7.235955,0.5333897,7.921279,1.28,0.905,0.62425,8.237268517,N/A,-14.9,0.13,0.58,1.7549999,0.605370188,1.218413642,0.968,33.762002,N/A,31.988,False,Basic Materials
X,8764519424.0,17.0131,13.815603,0.5200569,0.7692611,0.50999997,1.722,0.37768,16.67732392,N/A,-61.7,2.29,2.05,5.138,2.813996317,3.695701248,3.4,11.416,-7.54175148,7.7,False,Basic Materials
AA,8739642368.0,N/A,12.301819,0.8166364,2.2414365,1.17999995,1.549,0.47618,3.244336097,-41.51838638,N/A,-3.07,1.13,-11.723,-3.868471954,-8.636256575,-5.139,9.082,-2.33398816,17.545,False,Basic Materials
AGI,8738529280.0,41.64,20.82,7.7952986,2.7162426,0.47999998,3.044,N/A,8.146091897,9.400305908,-10.5,0.5,-1.83,6.7210004,4.961236439,6.725960277,17.725,58.011,2.188727793,14.543,True,Basic Materials
MOS,8144387584.0,34.079998,10.390244,0.6679122,0.69944996,3.2899998,1.155,0.37417,12.07223578,18.9207115,N/A,0.75,-0.51,2.269,1.071177749,1.503528501,2.0079998,14.452,3.750490903,6.402,False,Basic Materials
SSD,7979712512.0,24.326477,20.706781,3.611792,4.5215855,0.58999998,3.694,0.31537,14.9501756,18.04274868,-7.6,7.78,4.85,19.835,12.09180896,14.63803715,15.031,46.462002,2.66872469,15.681,False,Basic Materials
AXTA,7910330880.0,26.718517,15.283899,1.506414,4.461348,N/A,2.258,1.9846,8.52258681,23.50811875,88.6,1.35,0.92,17.023,4.167508764,5.709266579,5.683,32.898,4.99005485,10.7,False,Basic Materials
PAAS,7761066496.0,N/A,12.784431,3.015646,1.6807053,1.87,2.059,0.17976,14.68574168,N/A,N/A,-0.41,2.72,-2.803,-1.575649284,-2.280732692,-5.459,29.507,1.403027385,13.972,False,Basic Materials
FMC,7744080896.0,5.302564,13.144069,1.8960142,1.6984696,3.74,1.479,0.94352,-0.847069409,25.59479771,882.7,11.7,4.31,36.833,11.52210743,16.66126262,33.968,38.064,3.460772479,17.171,False,Basic Materials
WFG,7649916416.0,56.278107,14.930926,1.1677479,1.0593791,1.35,2.325,0.07385,10.22049851,N/A,N/A,1.69,1.53,1.978,1.531763101,1.862957764,2.2130001,31.369,4.069482518,8.182,True,Basic Materials
SUM,6911065088.0,18.055046,17.571428,2.045779,1.5950722,N/A,2.615,0.67203,2.943787355,19.17542021,-14.3,2.18,1.6,8.582,4.283920686,4.779531403,8.0579996,29.253,1.401709365,12.62,False,Basic Materials
TX,6874706432.0,N/A,4.626156,0.3542221,0.57860386,9.42,2.738,0.13683,19.15692087,-3.98154106,N/A,-3.6,5.99,-3.156,-3.326097162,-4.755313573,-3.563,28.04,1.379270251,15.941,False,Basic Materials
GGB,6831362560.0,7.409091,5.8214283,0.1057407,0.124394245,5.3000003,2.83,0.25221,11.98912614,33.84032836,-59.8,0.44,-25.99,9.758,6.48245852,7.845777593,7.836,13.98,22.90816981,1.682,False,Basic Materials
HMY,6509320192.0,13.192308,7.35,0.10605126,0.15645193,1.65,1.562,0.04381,13.93148336,N/A,-12.8,0.78,N/A,22.915001,N/A,0.0,13.99,35.3,N/A,0.187,False,Basic Materials
