Ticker,Market Cap,PE Ratio,Forward P/E,P/S Ratio,P/B Ratio,Dividend Yield (%),Current Ratio,Debt/Equity,Revenue Growth 4Y (%),EPS Growth 4Y (%),Forward EPS Growth (%),EPS,PEG Ratio,ROE (%),ROA (%),ROIC (%),Profit Margin (%),Gross Margin (%),Free Cash Flow Yield (%),EV/EBITDA,Recent 52-Week High,Sector
GRAT.V,12015659.0,N/A,N/A,N/A,0.5882353,N/A,0.01,0.0767,N/A,19.08932884,N/A,-0.03,N/A,-17.467,-14.55184108,-17.16232801,N/A,N/A,-17.60925672,N/A,False,Basic Materials
NBM.V,12144090.0,N/A,N/A,N/A,7.0,N/A,1.226,0.12355,N/A,-10.66819197,N/A,-0.03,N/A,-201.911,-136.371496,-141.5027464,N/A,N/A,-23.89832868,-3.412,False,Basic Materials
MMS.V,11979960.0,N/A,N/A,6229.8286,0.13888888,N/A,0.207,0.0128,N/A,20.4414978,N/A,-0.03,N/A,-7.231,-7.112550032,-7.141235488,N/A,100.0,-5.794579978,-4.674,False,Basic Materials
FRI.V,11791576.0,N/A,N/A,N/A,4.0909095,N/A,15.5,N/A,N/A,44.44761932,N/A,-0.01,N/A,-94.981,-88.38823431,-150.5254823,N/A,N/A,N/A,N/A,False,Basic Materials
NGC.V,11792070.0,N/A,N/A,0.58550495,N/A,N/A,0.354,N/A,N/A,-105.9767144,N/A,-0.25,N/A,-234.358,-36.197091,-83.67980793,-163.55001,-7.944,-5.437573953,-3.211,False,Basic Materials
PLAN.V,11722935.0,N/A,N/A,0.5973075,0.9051724,N/A,2.522,0.69821,N/A,50.65266844,N/A,N/A,N/A,-3.051,-1.478693584,-1.807956221,-2.002,35.419998,9.082792537,12.091,False,Basic Materials
PA.V,11819742.0,8.250001,N/A,N/A,6.6000004,N/A,3.652,N/A,N/A,N/A,N/A,0.02,N/A,215.85,126.1007884,103.7906278,N/A,N/A,-22.36076357,-5.012,False,Basic Materials
VIPR.V,11686320.0,N/A,N/A,N/A,1.5384614,N/A,4.831,N/A,N/A,34.70057943,N/A,-0.02,N/A,-34.037,-39.95979919,-39.2393364,N/A,N/A,-21.47058863,-5.603,False,Basic Materials
MTS.V,11637350.0,N/A,N/A,N/A,170.0,N/A,0.98,4.16484,N/A,0.0,N/A,-0.01,N/A,-13.407,-14.19445736,-29.08525137,N/A,N/A,-5.325644525,-12.533,True,Basic Materials
SAG.V,11627600.0,N/A,N/A,N/A,0.4854369,N/A,4.506,N/A,N/A,34.70057943,N/A,-0.01,N/A,-3.0639999,-3.44802447,-3.320303777,N/A,N/A,-48.27621744,N/A,False,Basic Materials
DLTA.V,11523050.0,N/A,N/A,N/A,5.0,N/A,7.193,N/A,N/A,-5.566168426,N/A,-0.07,N/A,-136.272,-111.4484683,-153.8333272,N/A,N/A,-85.99026578,-1.112,False,Basic Materials
DEX.V,11591501.0,N/A,N/A,28.73622,0.4449649,N/A,47.106,N/A,9.213205973,21.24889379,N/A,-0.02,N/A,-5.612,-5.555287777,-5.700211021,N/A,108.224,49.56738778,1.525,False,Basic Materials
EPL.V,11505700.0,1.6666667,0.06289308,1.2586693,0.8130081,N/A,7.328,N/A,15.95215286,31.6074013,-83.2,0.06,N/A,45.703,41.34810763,45.24397199,70.295995,14.948,-12.46933171,-2.757,False,Basic Materials
GMA.V,11472160.0,N/A,N/A,N/A,3.1999998,N/A,2.174,0.62116,N/A,13.66599786,N/A,-0.01,N/A,-45.521,-23.41844639,-31.46396294,N/A,N/A,-27.46529341,-3.447,False,Basic Materials
SIC.V,11464240.0,N/A,N/A,N/A,1.2903225,N/A,11.619,N/A,N/A,-25.74334297,N/A,-0.01,N/A,-25.422,-24.24871981,-29.93314359,N/A,N/A,-82.53355126,-1.175,False,Basic Materials
JUGR.V,14278861.0,N/A,N/A,N/A,0.71428573,N/A,5.254,N/A,N/A,-44.2797976,N/A,-0.13,N/A,-43.282002,-42.16129196,-55.09986926,N/A,N/A,-42.21949547,-3.944,False,Basic Materials
SMN.V,11288772.0,N/A,N/A,N/A,2.7966104,N/A,13.215,N/A,N/A,18.35034191,N/A,-0.1,N/A,-95.768,-89.03511772,-138.9008164,N/A,N/A,-37.98206262,-2.75,False,Basic Materials
KCC.V,11122830.0,N/A,N/A,N/A,0.63380283,N/A,4.759,N/A,N/A,63.60587469,N/A,-0.02,N/A,-13.304,-13.08798296,-12.76067957,N/A,N/A,-16.65879401,N/A,False,Basic Materials
FMAN.V,10540080.0,N/A,-2.6666667,N/A,0.3940887,N/A,1.536,N/A,N/A,53.28620223,N/A,N/A,N/A,-2.639,-2.5094671,-2.620935155,N/A,N/A,-9.594872679,N/A,False,Basic Materials
RRI.V,10469691.0,N/A,N/A,N/A,0.8333334,N/A,3.975,N/A,N/A,N/A,N/A,-0.02,N/A,-7.083,-5.581317798,-6.333750793,N/A,N/A,-46.55580449,-4.704,False,Basic Materials
TORQ.V,10430250.0,N/A,-1.0714287,N/A,N/A,N/A,0.216,N/A,N/A,-56.50845801,N/A,-0.12,N/A,-386.861,-136.8246459,-427.9569146,N/A,N/A,-106.9760043,-0.92,False,Basic Materials
BKM.V,10258370.0,N/A,N/A,N/A,76.25,N/A,0.294,0.78827,N/A,6.93951409,N/A,-0.03,N/A,-169.109,-68.41157524,-112.2275597,N/A,N/A,-0.985520456,-28.586,False,Basic Materials
PUMA.V,9956310.0,N/A,N/A,N/A,0.6132075,N/A,1.455,N/A,N/A,15.91035847,N/A,-0.01,N/A,-10.191,-9.764027571,-10.40014208,N/A,N/A,-42.13591887,-5.287,False,Basic Materials
PE.V,10190400.0,N/A,N/A,18.786121,0.28409094,N/A,7.695,N/A,N/A,10.77349262,N/A,-0.02,N/A,-2.1089999,-2.095784496,-2.105415513,-138.42701,100.0,N/A,N/A,False,Basic Materials
APN.V,9775050.0,N/A,N/A,N/A,0.9615385,N/A,0.365,0.11463,N/A,15.91035847,N/A,-0.01,N/A,-8.813,N/A,-14.20320385,N/A,N/A,-48.05406666,-16.373,False,Basic Materials
OPHR.V,9788620.0,N/A,N/A,N/A,0.93457943,N/A,39.067,N/A,N/A,15.91035847,N/A,-0.01,N/A,-13.864,-13.54266525,-12.64410142,N/A,N/A,-30.56512417,N/A,False,Basic Materials
COR.V,9416340.0,N/A,N/A,N/A,1.875,N/A,1.237,0.00816,N/A,-18.9207115,N/A,-0.02,N/A,-63.473,-45.27128069,-62.99994527,N/A,N/A,-25.97124032,-2.477,False,Basic Materials
TNR.V,9502850.0,N/A,N/A,N/A,N/A,N/A,6.273,N/A,N/A,N/A,N/A,N/A,N/A,-146.49899,-140.7697151,-205.2662379,N/A,N/A,-10.6694852,-9.637,False,Basic Materials
MILL.V,9625980.0,N/A,N/A,N/A,19.545454,N/A,4.693,N/A,N/A,-40.09538465,N/A,-0.01,N/A,-32.714,-31.69831545,-33.7621208,N/A,N/A,N/A,N/A,True,Basic Materials
TGOL.V,9298530.0,N/A,N/A,N/A,1.0227274,N/A,19.663,N/A,N/A,N/A,N/A,N/A,N/A,-8.8929996,-8.61990584,-8.218372864,N/A,N/A,N/A,-12.017,True,Basic Materials
FLYN.V,9237480.0,N/A,N/A,N/A,0.5,N/A,3.676,N/A,N/A,N/A,N/A,-0.15,N/A,-80.181,N/A,-65.5974388,N/A,N/A,-18.93942827,N/A,False,Basic Materials
CPAU.V,9880064.0,N/A,N/A,N/A,0.28119507,N/A,0.715,N/A,N/A,45.3367443,N/A,-0.06,N/A,-7.833,-7.716697465,-8.613683262,N/A,N/A,-13.6517698,N/A,False,Basic Materials
PERU.V,9012045.0,N/A,-0.7,N/A,0.8536585,N/A,4.523,0.01156,N/A,24.01643143,N/A,-0.01,N/A,-21.531999,-20.34039667,-22.59192462,N/A,N/A,-48.01811915,-3.567,False,Basic Materials
LEXI.V,9216350.0,N/A,N/A,N/A,N/A,N/A,0.817,N/A,N/A,-62.65765617,N/A,-0.06,N/A,-400.845,-95.05763504,-117.3370976,N/A,N/A,-51.29714008,N/A,False,Basic Materials
LLG.V,9184044.0,N/A,0.59090906,N/A,0.23722628,N/A,96.783,N/A,N/A,N/A,N/A,-0.01,N/A,-6.266,27.42465585,32.82197374,N/A,N/A,N/A,-0.81,False,Basic Materials
BHLI.V,9765225.0,N/A,N/A,N/A,0.64102566,N/A,0.795,N/A,N/A,-11.82609777,N/A,N/A,N/A,-6.346,-6.080247815,-6.37744447,N/A,N/A,-52.8375171,-2.645,False,Basic Materials
GCOM.V,8952190.0,2.1666667,N/A,N/A,1.1403508,N/A,17.857,0.02276,N/A,-18.9207115,N/A,0.03,N/A,54.775,24.58396929,44.79697779,N/A,N/A,-267.8298728,-0.542,False,Basic Materials
KFR.V,8640320.0,N/A,N/A,N/A,0.4878049,N/A,4.629,0.00896,N/A,-103.348967,N/A,-0.07,N/A,-14.78,-9.258410648,-10.34783308,N/A,N/A,-58.74399192,-5.264,False,Basic Materials
IVS.V,8398250.0,N/A,N/A,N/A,50.0,N/A,1.442,0.41502,N/A,N/A,N/A,N/A,N/A,-113.746,-54.82322138,-136.4963352,N/A,N/A,N/A,N/A,False,Basic Materials
PRG.V,8473855.0,N/A,N/A,N/A,1.4772726,N/A,13.413,N/A,N/A,N/A,N/A,-0.02,N/A,10.982,-17.00199414,-21.40317208,N/A,N/A,N/A,-3.669,False,Basic Materials
ILI.V,8313840.0,N/A,N/A,N/A,0.46153846,N/A,2.201,N/A,N/A,N/A,N/A,N/A,N/A,7.032,6.368852154,6.971461819,N/A,N/A,-99.97835048,N/A,False,Basic Materials
RDU.V,8425072.0,N/A,N/A,N/A,5.666667,N/A,3.174,0.02805,N/A,-31.6074013,N/A,-0.02,N/A,-65.886,-57.44986484,-81.39064216,N/A,N/A,-13.10704721,-4.441,False,Basic Materials
NMI.V,8198720.0,N/A,N/A,N/A,0.33333334,N/A,1.436,N/A,N/A,0.0,N/A,-0.01,N/A,-8.881,-8.206326153,-8.561492897,N/A,N/A,-14.43846359,-7.462,False,Basic Materials
GRDM.V,8176039.0,N/A,N/A,N/A,3.3333333,N/A,1.44,0.97173,N/A,-4.663513939,N/A,-0.04,N/A,-176.61,-83.5770056,-108.9024901,N/A,N/A,-4.838671156,-0.841,False,Basic Materials
ZAC.V,8100820.0,1.1666667,N/A,N/A,0.21148036,N/A,0.016,N/A,N/A,N/A,N/A,0.06,N/A,14.904,10.71744179,14.20114465,N/A,N/A,-40.60601965,-2.69,False,Basic Materials
KORE.V,8097040.0,N/A,N/A,N/A,6.6666665,N/A,0.064,0.34982,N/A,36.38767895,N/A,-0.01,N/A,-89.575,-61.69900549,-84.74097337,N/A,N/A,N/A,-6.19,False,Basic Materials
KS.V,8066459.0,N/A,N/A,N/A,0.5769231,N/A,0.004,0.19679,N/A,19.41083725,N/A,N/A,N/A,-8.3629996,-6.482355358,-7.078092821,N/A,N/A,-7.712716091,-25.734,False,Basic Materials
SLMN.V,7906041.0,N/A,N/A,N/A,0.70866144,N/A,9.532,0.00222,N/A,20.47292712,N/A,-0.04,N/A,-151.046,-40.81659427,-37.27306843,N/A,N/A,-158.1618057,-1.623,False,Basic Materials
SBMI.V,7985589.0,N/A,N/A,N/A,14.375,N/A,0.076,2.65004,N/A,N/A,N/A,-0.03,N/A,-154.476,-59.05542872,-85.2413574,N/A,N/A,-8.786804951,-5.405,False,Basic Materials
SPC.V,7679640.0,N/A,N/A,N/A,2.8571427,N/A,7.217,0.02363,N/A,-34.63643988,N/A,-0.03,N/A,-133.326,-191.698475,-297.6334,N/A,N/A,-79.84941083,-1.831,False,Basic Materials
STA.V,7638225.0,N/A,N/A,N/A,5.357143,N/A,5.526,N/A,N/A,N/A,N/A,-0.01,N/A,-58.403,-29.11967532,-85.8657651,N/A,N/A,-7.140863022,-5.443,False,Basic Materials
PGLD.V,8026260.0,N/A,N/A,N/A,N/A,N/A,0.068,N/A,N/A,-3.178548877,N/A,-0.06,N/A,N/A,112.5639326,-19.91299799,N/A,N/A,-40.06029727,-4.269,False,Basic Materials
LMR.V,7046427.0,N/A,N/A,N/A,0.53353655,N/A,1.678,N/A,N/A,0.0,N/A,-0.09,N/A,-13.754,-13.80347882,-14.42270039,N/A,N/A,N/A,N/A,False,Basic Materials
SGU.V,7438500.0,N/A,N/A,N/A,N/A,N/A,0.467,N/A,N/A,20.47292712,N/A,-0.02,N/A,N/A,-77.68919567,121.8884456,N/A,N/A,N/A,-9.166,False,Basic Materials
TBX.V,7425795.0,N/A,N/A,N/A,3.7500002,N/A,0.302,N/A,N/A,15.91035847,N/A,-0.06,N/A,-159.099,-141.7445479,-228.2708974,N/A,N/A,-54.13095426,N/A,False,Basic Materials
FFOX.V,7114975.0,N/A,N/A,N/A,5.0,N/A,1.133,N/A,N/A,11.98882632,N/A,-0.02,N/A,-190.801,-150.8745269,-217.734852,N/A,N/A,N/A,-3.106,False,Basic Materials
TVI.V,7285870.0,N/A,N/A,N/A,0.45454544,N/A,0.078,0.06034,N/A,N/A,N/A,-0.01,N/A,-34.619,-28.35012324,-35.80036011,N/A,N/A,-26.70972952,-2.883,False,Basic Materials
TIG.V,7054707.0,N/A,N/A,N/A,2.0886075,N/A,0.152,N/A,N/A,47.66824303,N/A,-0.03,N/A,-27.093,-24.94950442,-28.85353075,N/A,N/A,-11.98900273,-6.824,False,Basic Materials
MN.V,7199700.0,N/A,N/A,N/A,3.5714285,N/A,12.731,N/A,N/A,24.74363057,N/A,-0.02,N/A,-73.727,-70.40822074,-81.23866041,N/A,N/A,N/A,-2.673,False,Basic Materials
PPP.V,7043837.0,N/A,N/A,N/A,0.6097561,N/A,6.484,N/A,N/A,12.60430178,N/A,-0.22,N/A,-43.122002,-45.42200194,-47.15606297,N/A,N/A,-66.64546188,-2.154,False,Basic Materials
ROX.V,7032049.0,N/A,N/A,N/A,10.0,N/A,4.947,N/A,N/A,-97.79040397,N/A,-0.01,N/A,-22.403,-84.51565236,-1079.98979,N/A,N/A,-78.30054576,-4.109,True,Basic Materials
PEX.V,6936600.0,N/A,-0.44444442,N/A,1.025641,N/A,11.455,0.00343,N/A,-36.77823999,N/A,-0.07,N/A,-82.278,-72.90172118,-123.4176601,N/A,N/A,-149.0375583,-0.614,False,Basic Materials
SIE.V,6898954.0,N/A,N/A,N/A,2.5,N/A,10.876,N/A,N/A,24.01643143,N/A,-0.01,N/A,-48.051,-47.12147351,-46.96602488,N/A,N/A,-24.7164502,-4.494,False,Basic Materials
GGI.V,6870150.0,N/A,-5.0,N/A,0.17361112,N/A,0.027,N/A,N/A,11.98882632,N/A,-0.01,N/A,-1.989,-1.671556838,-1.88549765,N/A,N/A,N/A,-10.809,False,Basic Materials
BCU.V,6825100.0,N/A,N/A,N/A,0.6944445,N/A,0.109,N/A,N/A,15.91035847,N/A,-0.01,N/A,-13.62,-13.52201763,-14.9076794,N/A,N/A,-13.30585965,-6.417,False,Basic Materials
FG.V,6081479.0,N/A,N/A,N/A,2.1052632,N/A,0.284,N/A,N/A,0.0,N/A,-0.01,N/A,-29.202,-21.68272256,-32.47359219,N/A,N/A,-14.27078824,-13.202,False,Basic Materials
NBY.V,6704620.0,N/A,N/A,N/A,1.4130434,N/A,9.029,N/A,N/A,-18.9207115,N/A,-0.03,N/A,-60.7,-43.59340535,-42.76329346,N/A,N/A,-63.15891118,-1.293,True,Basic Materials
DMI.V,6745560.0,N/A,0.39999998,59.56502,N/A,N/A,0.053,N/A,-7.153575221,5.4258391,N/A,-0.04,N/A,N/A,-76.19809222,-334.725666,N/A,N/A,-16.80716663,-3.774,False,Basic Materials
SWLF.V,6671537.0,N/A,N/A,N/A,2.4166667,N/A,7.062,0.00785,N/A,0.0,N/A,-0.01,N/A,-10.858,-9.5521241,-13.53710955,N/A,N/A,N/A,-29.664,False,Basic Materials
WLF.V,6592720.0,N/A,-4.0,N/A,19.999998,N/A,3.116,N/A,N/A,-43.09613515,N/A,-0.01,N/A,-151.885,-142.6675929,-249.0119647,N/A,N/A,N/A,-3.025,False,Basic Materials
SKP.V,6597350.0,N/A,N/A,N/A,5.0,N/A,4.149,N/A,N/A,9.639799639,N/A,-0.02,N/A,-190.226,-142.6501113,-215.0006174,N/A,N/A,N/A,N/A,False,Basic Materials
SHL.V,6531210.0,N/A,N/A,N/A,0.5,N/A,31.262,N/A,N/A,N/A,N/A,N/A,N/A,2.606,-14.88246364,-19.32916925,N/A,N/A,-235.6349206,-0.098,False,Basic Materials
USHA.V,6181462.0,N/A,N/A,N/A,0.7368421,N/A,4.695,N/A,N/A,-22.47448714,N/A,-0.09,N/A,-31.099,-59.84617242,-58.1749922,N/A,N/A,-65.90805989,N/A,False,Basic Materials
FMS.V,6246420.0,N/A,-5.0,N/A,0.18587361,N/A,0.088,0.0684,N/A,25.99171955,N/A,-0.02,N/A,-3.7219997,-3.183760372,-3.720131655,N/A,N/A,N/A,N/A,False,Basic Materials
QMC.V,6727756.0,N/A,N/A,N/A,2.0,N/A,0.093,0.0352,N/A,22.41690809,N/A,N/A,N/A,-9.810001,-5.303721897,-9.471084853,N/A,N/A,-5.840369984,-23.129,False,Basic Materials
SNG.V,6378248.0,N/A,N/A,N/A,0.65,N/A,0.935,N/A,N/A,N/A,N/A,-0.01,N/A,-9.792,-9.675492967,-9.947698352,N/A,N/A,-13.27042523,-11.428,False,Basic Materials
BAU.V,6220080.0,N/A,N/A,N/A,0.16528925,N/A,2.941,0.06572,N/A,30.35294334,N/A,-0.03,N/A,-6.928,-6.299250693,-6.225317607,N/A,N/A,N/A,-3.83,False,Basic Materials
TAJ.V,6037515.0,N/A,N/A,N/A,2.2500002,N/A,0.031,N/A,N/A,23.17751194,N/A,N/A,N/A,-16.211,-12.20786953,-16.12387749,N/A,N/A,-3.500205773,-14.013,False,Basic Materials
ENDR.V,6061409.0,N/A,N/A,N/A,0.2003728,N/A,0.182,0.00774,N/A,18.05090997,N/A,-0.02,N/A,-2.9460002,N/A,-0.596656347,N/A,N/A,-64.78023849,-3.659,False,Basic Materials
STU.V,6042452.0,N/A,N/A,N/A,0.5349794,N/A,16.055,N/A,N/A,0.0,N/A,-0.01,N/A,-7.373,-6.749367059,-6.83506401,N/A,N/A,-35.86317797,-5.896,False,Basic Materials
VERT.V,5876160.0,N/A,N/A,N/A,1.1111112,N/A,0.373,N/A,N/A,-28.91185826,N/A,-0.01,N/A,-15.309,-13.54685363,-14.66326896,N/A,N/A,-17.21390644,-12.71,False,Basic Materials
CH.V,5858160.0,N/A,N/A,17.155407,N/A,N/A,0.123,N/A,N/A,-58.11388301,N/A,-0.05,N/A,N/A,-65.14106925,-220.9412866,N/A,100.0,-20.481971,-3.302,False,Basic Materials
KALO.V,5737349.0,N/A,N/A,N/A,N/A,N/A,0.126,N/A,N/A,-35.1726133,N/A,-0.01,N/A,-484.04,-172.0591733,-907.2386271,N/A,N/A,N/A,-2.011,False,Basic Materials
MAS.V,5763225.0,N/A,N/A,N/A,1.8749999,N/A,0.249,0.17506,N/A,6.938932453,N/A,N/A,N/A,-37.369,-25.93743767,-30.71945861,N/A,N/A,N/A,N/A,True,Basic Materials
CANX.V,5719050.0,N/A,N/A,N/A,0.96153843,N/A,43.425,N/A,N/A,-24.44917623,N/A,-0.01,N/A,-6.315,-6.151792923,-6.268778558,N/A,N/A,-13.12920043,N/A,False,Basic Materials
CPER.V,5589753.0,N/A,N/A,N/A,1.1607141,N/A,14.509,0.00871,N/A,N/A,N/A,-0.03,N/A,-49.125,-46.85259653,-46.98456737,N/A,N/A,-154.5356671,-0.499,False,Basic Materials
AUU.V,5577300.0,N/A,N/A,N/A,1.0638298,N/A,1.752,N/A,N/A,33.1259695,N/A,-0.03,N/A,-8.242,-6.529805964,-6.685626318,N/A,N/A,-12.46014732,N/A,False,Basic Materials
FRE.V,5516849.0,N/A,N/A,N/A,19.0,N/A,0.827,N/A,N/A,22.48063387,N/A,-0.13,N/A,-293.671,-190.533084,-378.0674889,N/A,N/A,-32.49160852,-3.097,True,Basic Materials
KES.V,5644308.0,N/A,N/A,N/A,0.6060606,N/A,0.552,0.0144,N/A,N/A,N/A,-0.01,N/A,-3.671,-4.14138892,-4.912440783,N/A,N/A,-6.431172463,N/A,False,Basic Materials
SNAG.V,5487052.0,N/A,N/A,N/A,0.80419576,N/A,1.345,N/A,N/A,20.47292712,N/A,-0.06,N/A,-33.19,-29.47904642,-34.31692211,N/A,N/A,-29.4109302,-2.95,False,Basic Materials
VRR.V,5399955.0,N/A,N/A,N/A,0.73770493,N/A,72.289,N/A,N/A,-56.50845801,N/A,-0.06,N/A,-70.337,N/A,-69.129334,N/A,N/A,-86.62799421,-5.035,False,Basic Materials
GBRC.V,5502936.0,N/A,N/A,N/A,0.29911077,N/A,9.223,N/A,N/A,10.209924,N/A,-0.12,N/A,-4.796,-5.534646955,-5.612200091,N/A,N/A,N/A,-3.849,False,Basic Materials
TUF.V,5258763.0,N/A,N/A,N/A,28.333334,N/A,1.546,N/A,N/A,-18.3903456,N/A,-0.05,N/A,-395.466,-412.6101134,9553.541919,N/A,N/A,N/A,N/A,False,Basic Materials
WBE.V,5521999.0,N/A,N/A,0.6054501,0.7242991,N/A,2.089,0.29495,-9.882981198,N/A,N/A,N/A,N/A,-1.673,-0.973897264,-1.262935647,-1.41199995,10.1739995,8.235833156,8.038,False,Basic Materials
HAR.V,5497519.0,N/A,N/A,N/A,0.37117904,N/A,8.801,0.00841,N/A,15.91035847,N/A,-0.03,N/A,-14.310001,-11.24446575,-11.5867694,N/A,N/A,-380.8566997,-0.18,False,Basic Materials
CCB.V,5131250.0,N/A,N/A,N/A,0.625,N/A,0.092,N/A,N/A,-29.82679447,N/A,-0.01,N/A,-10.602,-9.558313562,-10.78444008,N/A,N/A,-29.62463813,N/A,False,Basic Materials
VLI.V,5247040.0,N/A,N/A,N/A,0.28985506,N/A,2.363,0.00313,N/A,-23.39715176,N/A,-0.01,N/A,-10.99,-10.82133445,-10.96710251,N/A,N/A,-28.53096131,-4.43,False,Basic Materials
SWA.V,4578440.0,N/A,-2.0,N/A,4.0,N/A,0.51,N/A,N/A,14.54259872,N/A,-0.02,N/A,-113.719,-66.50401862,-183.1673752,N/A,N/A,-29.99547231,-1.932,True,Basic Materials
SGC.V,5005000.0,N/A,N/A,N/A,8.333333,N/A,4.359,0.10889,N/A,-18.9207115,N/A,-0.01,N/A,-7.514,-22.28944932,-325.2731149,N/A,N/A,N/A,N/A,False,Basic Materials
NBLC.V,3856604.0,N/A,N/A,N/A,N/A,N/A,0.166,N/A,N/A,-104.3017219,N/A,-0.01,N/A,N/A,-88.56481503,44.83624907,N/A,N/A,N/A,N/A,True,Basic Materials
GRG.V,5066845.0,N/A,N/A,N/A,1.4583334,N/A,1.745,N/A,N/A,0.0,N/A,-0.03,N/A,-92.743,-52.95756604,-77.60263297,N/A,N/A,-108.9387217,-0.629,False,Basic Materials
RKR.V,4897200.0,N/A,N/A,N/A,N/A,N/A,0.018,N/A,N/A,15.91035847,N/A,-0.05,N/A,-341.39898,-201.2720423,-196.5145835,N/A,N/A,N/A,N/A,False,Basic Materials
GCX.V,4956700.0,N/A,N/A,N/A,0.5813953,N/A,0.125,0.0559,N/A,N/A,N/A,-0.01,N/A,-12.672,-9.757981116,-11.92477525,N/A,N/A,-23.27051606,N/A,False,Basic Materials
REX.V,4926809.0,N/A,N/A,N/A,1.2585034,N/A,0.121,N/A,N/A,11.98882632,N/A,-0.1,N/A,-50.189,-46.41585965,-54.23439989,N/A,N/A,N/A,-3.511,False,Basic Materials
VTT.V,4847835.0,N/A,N/A,N/A,0.8823529,N/A,0.071,0.01001,N/A,0.0,N/A,N/A,N/A,-16.63,-15.10002475,-16.78805193,N/A,N/A,N/A,-5.918,False,Basic Materials
CBI.V,5187350.0,N/A,N/A,N/A,1.6666667,N/A,0.475,0.52611,N/A,N/A,N/A,-0.02,N/A,-34.890997,-24.79725722,-25.79024357,N/A,N/A,-21.66873036,-6.754,False,Basic Materials
FYL.V,4833885.0,N/A,N/A,N/A,0.47945207,N/A,39.912,N/A,N/A,-55.02996236,N/A,N/A,N/A,-3.799,-2.961679038,-3.388237994,N/A,N/A,-13.42296366,N/A,False,Basic Materials
VZZ.V,4661673.0,N/A,N/A,12.281199,0.94827586,N/A,1.814,0.07107,N/A,12.32411308,N/A,N/A,N/A,1.343,-25.15678785,-28.41573575,17.955999,100.0,-26.288391,-6.957,False,Basic Materials
NAM.V,4722540.0,N/A,N/A,N/A,0.35564855,N/A,11.852,0.00841,N/A,15.91035847,N/A,-0.01,N/A,-5.446,-4.374666035,-4.734036656,N/A,N/A,-234.5113239,-1.18,False,Basic Materials
HELI.V,8427760.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-49.62379648,N/A,-0.04,N/A,N/A,-18.79483526,-21.68915797,N/A,N/A,N/A,N/A,False,Basic Materials
PX.V,5430600.0,N/A,N/A,N/A,N/A,N/A,0.412,N/A,N/A,29.28932188,N/A,N/A,N/A,N/A,-221.3362593,230.6582222,N/A,N/A,N/A,-6.161,True,Basic Materials
EVER.V,4792040.0,N/A,N/A,N/A,5.7142854,N/A,4.429,N/A,N/A,42.26497308,N/A,-0.02,N/A,-316.486,-254.3567028,-273.3400266,N/A,N/A,N/A,N/A,False,Basic Materials
ABZ.V,4446261.0,N/A,N/A,N/A,N/A,N/A,0.013,N/A,N/A,15.91035847,N/A,-0.01,N/A,N/A,-576.1405141,76.23727732,N/A,N/A,-1.273461777,N/A,False,Basic Materials
BVA.V,4444109.0,N/A,N/A,N/A,N/A,N/A,0.202,N/A,N/A,0.0,N/A,N/A,N/A,N/A,-111.732036,232.6882222,N/A,N/A,-11.45803381,-9.48,False,Basic Materials
NAR.V,4395050.0,N/A,-25.0,N/A,0.2631579,N/A,0.518,0.03426,N/A,0.0,N/A,-0.1,N/A,-5.72,-5.325608293,-5.207995124,N/A,N/A,-19.51253593,-3.894,False,Basic Materials
SRI.V,4244800.0,N/A,N/A,5.739047,4.1666665,N/A,0.737,0.15966,N/A,17.91710635,N/A,N/A,N/A,-52.801,-38.05503069,-55.75795742,-94.776,-5.5370003,-9.847658238,-7.282,False,Basic Materials
GUG.V,4187050.0,N/A,N/A,N/A,0.8536585,N/A,211.207,N/A,N/A,0.0,N/A,-0.01,N/A,-9.498999,-9.319721099,-9.666476598,N/A,N/A,N/A,N/A,False,Basic Materials
PEMC.V,4193940.0,N/A,N/A,N/A,6.0,N/A,3.018,0.01374,N/A,15.91035847,N/A,-0.01,N/A,-132.28,-93.97429577,-173.3996156,N/A,N/A,-19.45229514,-5.113,False,Basic Materials
QPM.V,4137000.0,N/A,-0.16,N/A,5.7142854,N/A,3.398,N/A,N/A,9.130707946,N/A,-0.03,N/A,-187.651,-163.3353576,-180.5041869,N/A,N/A,-47.15099223,-1.4,False,Basic Materials
TRU.V,4130724.0,N/A,N/A,N/A,1.9230769,N/A,13.413,N/A,N/A,39.57249205,N/A,-0.01,N/A,-112.527,-96.93031428,-65.46864505,N/A,N/A,N/A,N/A,False,Basic Materials
BARU.V,4147905.0,N/A,N/A,N/A,2.142857,N/A,0.029,1.48588,N/A,15.91035847,N/A,-0.01,N/A,-99.657995,-29.49053541,-62.26211225,N/A,N/A,-3.809179618,-4.146,False,Basic Materials
CPL.V,4057560.0,N/A,N/A,N/A,2.5,N/A,0.198,N/A,N/A,-35.12001548,N/A,-0.01,N/A,-87.671995,-60.32785982,-96.58885872,N/A,N/A,N/A,N/A,False,Basic Materials
XTM.V,4051626.0,N/A,N/A,N/A,1.5789474,N/A,8.009,N/A,N/A,N/A,N/A,-0.02,N/A,-35.439,-32.99185195,-33.19566204,N/A,N/A,N/A,-1.907,True,Basic Materials
